,name,ratings,displayNam,phone_numbers,nationalPhoneNumber,opening_hours_list,category,formattedAddress
230,Burger King - Othaim Mall,"(5⭐) best food quality ever tasted. Excellent speed of service and delivery I’d recommend staff to anyone who comes to visit this location 🍔🍔🍔🍔👍🏻👍🏻👍🏻👍🏻well done keep up the good work . I’d love to come back again soon with my family and friends - 2 years ago | (5⭐) Thank for your service, and tasty foods. - 2 weeks ago | (5⭐) Very good staffs and food quality superb. Cashier accommodating - 6 months ago | (5⭐) I lke this Store and staff all are good for customer and good food tasti food and fresh - 5 months ago | (5⭐) I love Burger King for their variety on the menu, all of which are delicious! The food is always served with care, neatly and very tasty. Especially appreciated is the cleanliness of the Burger King establishments. The servings are more than ample size and the pricing reasonable. I will be a customer for many lunch on meals to come. Always puts a smile of enjoyment on my face when eating at Burger King! - 2 years ago",Burger King - Othaim Mall,+966 9200 00002,9200 00002,"Monday: 5:00 PM – 3:30 AM, Tuesday: 5:00 PM – 3:30 AM, Wednesday: 5:00 PM – 3:30 AM, Thursday: 5:00 PM – 3:30 AM, Friday: 5:00 PM – 3:30 AM, Saturday: 5:00 PM – 3:30 AM, Sunday: 5:00 PM – 3:30 AM",hamburger_restaurant,"Othaim Mall, Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
231,DAISO JAPAN,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
232,Kiabi Rabwa,"(1⭐) Unfortunately, my experience at this store was disappointing due to the unprofessional attitude of some sellers. I also felt a sense of discrimination in the way I was treated. I hope the management takes this issue seriously and ensures that all customers are treated with respect and fairness. - in the last week | (1⭐) Worst customer service, Friday crowd and one staff on sales counter, 4 to 5 standing around like mudeerz shamelessly, giving enough sluggish suffering to customer. - 5 months ago | (4⭐) Brand looks like French design
Not cheap not expensive
Normal class - 6 years ago | (5⭐) Nice and good collection of clothes for all ages and all the family (gate 3) - 7 years ago | (5⭐) Excellent collection, excellent price - 5 years ago",Kiabi Rabwa,+966 11 254 0000,011 254 0000,"Monday: 9:30 AM – 11:00 PM, Tuesday: 9:30 AM – 11:00 PM, Wednesday: 9:30 AM – 11:00 PM, Thursday: 9:30 AM – 11:00 PM, Friday: 2:00 – 11:30 PM, Saturday: 9:30 AM – 11:00 PM, Sunday: 9:30 AM – 11:00 PM",clothing_store,"Othaim Mall, Eastern Ring Rd, Ar Rabwah, Exit 14-15, Riyadh 12839, Saudi Arabia"
233,SEPHORA AL OTHAIM MALL RABWA,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
234,eyewa Othaim Mall - ايوا العثيم مول,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
235,REDTAG,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
236,H&M,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
237,KFC,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
238,McDonald's,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
239,Karaz Linen,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
240,canton,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
241,PureGym Man Riyadh Al Rabwah,"(5⭐) Good experience at gym. Trainer, staff as well good. Help for us as what you need in gym👌👌 - 3 weeks ago | (5⭐) I have been in the Fitness field on and off around the world.

But i must say the pure Gym Al rabwa has next level energy.

All the trainers are super energetic coach Ossama with his electrifying classes , Coach Lheb , Munir and KHAN all pro in their fields. - 3 weeks ago | (5⭐) Clean , well maintained, and adequate. all the basic daily equipment is available.
It's brand new and just opened so all facility is top notch.
Waits to be seen how it is maintained with time. - a year ago | (5⭐) Great trainers especially Captain Ihab, Thank you coach, your trainings are always full of enthusiasm and inspiration - 3 months ago | (5⭐) Helpful staff . Cleaned up everyday and I suggest this gym for everyone - 3 weeks ago",PureGym Man Riyadh Al Rabwah,+966 59 954 8737,059 954 8737,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",gym,"MQPF+GWP, Ar Rabwah, Riyadh 12839, Saudi Arabia"
242,In House,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
243,Shoearena,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
244,Bath & Body Works,"(5⭐) One SA named Reem is polite to customers, accommodating and helpful in choosing the best options for our needs. - 2 months ago | (5⭐) Great service I was welcomed by Dana she’s patient and helpful I was asking so many questions lol but she was patient and helped me through it🌹great worker - 4 months ago | (5⭐) Love this deodorant, This perfume comes with an irresistibly sweet fragrance, which is a blend of some apples and wild flowers.
The refreshing fragrance of the perfume is one thing that makes it among the best perfumes. You’d love wearing this perfume since it lasts for about 12 hours. Obviously, it will take you through the day without the need for respraying it. - 5 years ago | (5⭐) Amazing candles , all range is so good gingham , cherry blossom,amber is my favorite for mist and body lotion , hand wash are wonderful if you haven’t tried there products please try soon . They have amazing discounts too.check nearest store or online . - 3 years ago | (5⭐) Dana and lulwa were incredible! thank you so much - 4 months ago",Bath & Body Works,+966 11 510 1482,011 510 1482,"Monday: 9:30 AM – 11:00 PM, Tuesday: 9:30 AM – 11:00 PM, Wednesday: 9:30 AM – 11:00 PM, Thursday: 9:30 AM – 11:00 PM, Friday: 1:30 – 11:00 PM, Saturday: 9:30 AM – 11:00 PM, Sunday: 9:30 AM – 11:00 PM",store,"Othaim Mall, Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
245,Centrepoint,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
246,Gustoso,"(4⭐) A nice ambience to hangout and talk over gives cozy vibes. Servers are good, sweet and cooperative.
We ordered a chocolate waffle, it was good, could have been better but the servers were very generous with the topping, it was delicious... - 10 months ago | (5⭐) Thank you for the brilliant ice choco with wipe cream. We really enjoyed the drink and thank you for the quick clean response. We will come back for more of gustoso. - 2 years ago | (3⭐) The CHIMNEY CAKE with ice cream here is definitely a must try.
The ice cream was beautifully smooth and
flavourful.
The chimney cake is more like a pastry rolled in hazelnuts and chocolates.Loved it. - 2 years ago | (5⭐) Simple yet elegant place to stay for relaxation after tiring shopping in Al Othaim Mall Rabwa, Riyadh. A must try ice cream, not too sweet but refreshing! - 3 years ago | (2⭐) Although delicious, but very expensive.
And never fill hungreness, even if you 10 .
By the way the price for each is ranging from 10-15 SAR - 7 years ago",Gustoso,N/A,N/A,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 10:00 AM – 12:00 AM, Saturday: 8:00 AM – 12:00 AM, Sunday: 8:00 AM – 12:00 AM",coffee_shop,"MQPF+HXC غستوزو العثيم مول، Ar Rabwah, Riyadh 12839, Saudi Arabia"
247,Popeyes Louisiana Kitchen,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
248,Empire Cinemas Al Rabwa,"(5⭐) Amazing movie theatre, very clean and neat.
There’s several experiences to watch a movie, Standard, IMAX, ScreenX and Minis.
I tried the IMAX which is phenomenal, the screen colors and clarity with amazing sound system was amazing, definitely will try it again. The staff are friendly and nice. - 5 months ago | (4⭐) First time been in Empire Cinemas , it was a good experience but still i can feel the other competitors are better in the cleaning, furniture and decoration.

However the sound system is great as well as the air-conditioning and The seats. - a year ago | (1⭐) Bunch of fools appointed as staff who doesn't care about customers. No manners. Not issuing ticket being 5 mins after the show. Rude and improper knowledge of how to work professionally. God bless Empire Cinemas. - 2 months ago | (1⭐) Empire cafeteria provides inferior service. I want to bring this to management's attention. Please deploy a professionally trained team in your cafeteria. They should behave in a welcoming manner. - 2 months ago | (5⭐) Modern and clean movie theatres, great sound and picture quality, friendly staff and quick service, comfortable seating as well, highly recommend - a week ago",Empire Cinemas Al Rabwa,+966 50 422 6496,050 422 6496,"Monday: 3:00 PM – 1:00 AM, Tuesday: 3:00 PM – 1:00 AM, Wednesday: 3:00 PM – 1:00 AM, Thursday: 3:00 PM – 1:00 AM, Friday: 3:00 PM – 1:00 AM, Saturday: 3:00 PM – 1:00 AM, Sunday: 3:00 PM – 1:00 AM",movie_theater,"Ar Rabwah, Riyadh 12839, Saudi Arabia"
249,ALFAJR,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
250,Bursa Kebap Evi,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
251,Starbucks,"(5⭐) Good as usual - 10 months ago | (5⭐) موظفة محترمة وفاهمه ايش تسوي طلبت منها دبل شوت ايسد شكن شوكليت موكا و نفسه هوت طعم لذيذ
وتستاهل الشكر ألاء - 4 months ago | (5⭐) فرع جديد وصغير والطلب من الشباك مافيه جلسات طبعاً
بس موقعه ممتاز بالنسبة لي والشباب اللي يشتغلون
بشوشين ويرحبون وشغلهم ممتاز 👍🏻
بس ياليت يعدلون شباكهم كل شوي يتسكر 😅 - a year ago | (3⭐) الموقع جداً سيء وغير عملي والمنطقه مافيها ولا فرع درايف ثرو
والشباك فقط لطلبات التوصيل
عشان اطلب لازم ادخل العياده
والمواقف قليله وخاصه بالعياده اصلا
واذا قفلت العياده كيف اطلب ؟
من شباك التوصيل
ولازم اعطيهم جوالي لان الكاشير من داخل
لولا الموظفين المتعاونين والا ما مريت هذا الفرع
لابد من وجود حل و فرع درايف ثرو يخدم هالمنطه - a year ago | (1⭐) لي فتره اراجع في العياده وكل ماياذن المغرب يقفل ماعاد يفتح سلامات - 6 months ago",Starbucks,+966 11 510 2301,011 510 2301,"Monday: 8:00 PM – 3:00 AM, Tuesday: 8:00 PM – 3:00 AM, Wednesday: 8:00 PM – 3:00 AM, Thursday: 8:00 PM – 3:00 AM, Friday: 8:00 PM – 3:00 AM, Saturday: 8:00 PM – 3:00 AM, Sunday: 8:00 PM – 3:00 AM",coffee_shop,"Magrabi Hospital, Exit 14, Ar Rayyan, Riyadh 12824, Saudi Arabia"
252,حلاق اطفال ابطال المستقبل,"(5⭐) The staff is very professional and fast to shave, in addition to their kindness with children. I recommend visiting them👍🏻 - a year ago | (5⭐) Nice hair cut
Many thanks to Mr Gamal - a week ago | (5⭐) Very nice place and very clean, the team is very polite and kind with kids I highly recommend it - 4 months ago | (5⭐) Thanks for the kind of the barber which was very gentle with my grand daughter - a month ago | (5⭐) Amazing hair cut for the first time in Riyadh by Abu Baker
Big Thanks and see you once again soon inshallah
Yiussif Toema - 5 months ago",حلاق اطفال ابطال المستقبل,+966 50 112 4152,050 112 4152,"Monday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Tuesday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Wednesday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Thursday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Friday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Saturday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM, Sunday: 1:00 – 5:00 PM, 7:30 PM – 2:00 AM",hair_salon,"العثيم مول، Eastern Ring Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
253,TGI Friday's,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
254,Steak House,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
255,Saffori Land,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
256,Snow City,"(5⭐) A Winter Wonderland in the Desert: Snow City, Al Othaim Mall

If you’re looking for a fun and unique family adventure in Riyadh, Snow City at Al Othaim Mall is a must-visit. As a family living in the desert, we couldn’t resist the idea of stepping into a winter wonderland for a couple of hours—and it did not disappoint!

A Personal, Exclusive Experience…
We visited Snow City during a quiet time and had the entire park to ourselves, which made the experience feel intimate and extra special. Spending two hours surrounded by snow and engaging in a variety of activities turned out to be the perfect amount of time. At 169 SAR per person, I initially thought it was a little pricey for a family of four, but as we explored ride after ride, it became clear that the experience was worth every riyal.

Thrills for Everyone…
Snow City has a great mix of activities for kids and adults alike. The rides and slides are not just for small children; they’re designed to be exciting and memorable for all ages. From tobogganing to riding rubber rings and even navigating a luge, every slide offered something new. My daughters especially loved the snow plough bumper cars and the snowmobiles—watching them zoom around with big smiles on their faces was a highlight for me.

Another standout activity was the climbing wall. Unlike a traditional rock wall, this one had handle-style grips, making it accessible to everyone. Reaching the top and rappelling down with the auto-belay was thrilling, and we all had multiple turns. It’s a little more physical than you might expect—climbing, crawling, and sliding keep you active—but that only added to the fun.

Impeccable Facilities…
The attention to cleanliness and organization was impressive. Snow suits, boots, gloves, and helmets were provided and looked brand new. Even the socks they gave us were fresh out of the package! The changing rooms were spotless, and the equipment inside the park was clearly well-maintained. The snow itself was clean and fluffy—perfect for snowball fights and making snow angels.

Fantastic Staff and Service…
The staff truly made our experience unforgettable. Because the park was empty, they gave us their full attention, ensuring we felt welcome, safe, and well looked after. They carefully explained the rules for each activity, especially the climbing wall, and their cheerful demeanor made the experience even more enjoyable. The kids felt especially special thanks to their kindness and encouragement.

A Unique Desert Escape…
Snow City offers a unique escape from the desert heat. Playing in the snow, exploring the igloo maze, and having a snowball fight felt surreal—and so much fun. By the end of the two hours, we were all tired, exhilarated, and a little chilly, but we left with warm hearts and great memories.

Tips for Visiting…
We recommend visiting during quieter times to fully enjoy the park without crowds. We’ve been during both the Christmas holidays and Ramadan, and both visits were equally peaceful. Look out for special offers during the year to save on ticket prices.

While 169 SAR per person might seem steep at first, the exclusive feel, pristine facilities, and variety of activities made it worthwhile. For us, two hours was just the right amount of time before toes started freezing!

Final Thoughts…
Snow City is perfect for families with kids around 8-11 years old, but adults will have plenty of fun too. It’s an active, exhilarating experience that offers something rare and special in Riyadh—a chance to play in the snow in the middle of the desert.

We walked away with a shared family memory that we’ll cherish for years. For anyone looking for a fun, active, and memorable day out, Snow City is a winter wonderland worth exploring. - 2 months ago | (5⭐) We reached their at 2 pm on sunday and there was no queue, we purchased card and went inside to take clothes, helmet, gloves etc then entered the main snow area by swapping card. There was only single family inside at that time.

My daughter two and half years old had loose shoes, so she was not able to walk properly. She was also feeling cold even after wearing the dress given by them. So, after a while my wife and daughter went outside and I and my elder daughter were inside.

There were multiple activities to do inside, like sliding down in a tube, dodging car, snow house to play hide n seek, a large slide which needs a board to sleep on and slide into the snow and more.

The snow looks like the ice used with salt that doesn't melt easily, so whenever we tried to make snow man, we couldn't as snow was not combing together. The weather was too cold inside however the outside temperature was around 44 degree.

The Othaim mall has multiple activities for children, two complete floors contain rides and activities for kids. - 6 months ago | (2⭐) I don’t usually like to put bad reviews but I really hope that the operator of this place can renovate it so it worth the visit. I can say that the team were very helpful and supportive but unfortunately we couldn’t enjoy it as many areas are closed . Need attention and to decrease the ticket price so more people can visit and enjoy the experience. All the best! - a month ago | (5⭐) We went there my son and I and we had a blast! It was so cold, obviously because of the snow but a fun experience especially for the little one. 139 SR a person for 2 hours that includes everything clothes and all activities. I recommend though wearing a heavy winter clothes, most importantly winter thick socks. After an hour your feet can get cold and wet which can ruin the fun for you and your kids. We had to leave because my son was complaining about being too cold and we still had 45 minutes left. The other thing I didn’t like is that the crew was not present at each ride/ slide so you could be riding at your own risk with no safety instructions. Even though, the crew/employees were there but just hanging around and talking to each other. Other than that, it was absolutely fun and I totally recommend. - a year ago | (5⭐) What a fantastic venue! The ambience is wonderful, the service is exceptional, and every detail is thoughtfully executed. I can't wait to return - 7 months ago",Snow City,+966 9200 08331,9200 08331,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 1:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 PM – 12:00 AM",N/A,"MQPG+58 Al Othaim Mall، 7454 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
257,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
258,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
259,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
260,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
261,العثيم سيركل,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
262,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
263,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
264,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
265,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
266,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
267,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
268,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
269,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
270,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
271,Othaim Markets (City),(1⭐) الموقع  غير صحيح - 11 months ago | (1⭐) سيئة جدا - 10 months ago | (3⭐) No Review - 2 weeks ago | (5⭐) No Review - a month ago | (1⭐) No Review - a year ago,Othaim Markets (city),+966 9200 00702,9200 00702,"Monday: 7:00 AM – 2:00 AM, Tuesday: 7:00 AM – 2:00 AM, Wednesday: 7:00 AM – 2:00 AM, Thursday: 7:00 AM – 2:00 AM, Friday: 7:00 – 10:30 AM, 12:30 PM – 2:00 AM, Saturday: 7:00 AM – 2:00 AM, Sunday: 7:00 AM – 2:00 AM",grocery_store,"Eastern Ring Rd, Al Quds, Riyadh 11564, Saudi Arabia"
272,mica - Othaim Mall Al Hasa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
273,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
274,Al Othaim Park,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
275,اسواق العثيم | Othaim markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
276,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
277,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
278,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
279,اسواق العثيم | Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
280,AL Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
281,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
282,Al Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
283,Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
284,Al Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
285,Othaim Mall,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
